zip_ref;municipio;CCAA;provincia;lat;lon
08024;Barcelona;Cataluña;Barcelona;41.4124795150468;2.1589166008487854
08025;Barcelona;Cataluña;Barcelona;41.408007284504656;2.1709411914260617
08026;Barcelona;Cataluña;Barcelona;41.411245988112384;2.184209775089003
08027;Barcelona;Cataluña;Barcelona;41.422280754029735;2.1868009882294053
08028;Barcelona;Cataluña;Barcelona;41.38015872933234;2.1218315181736753
08029;Barcelona;Cataluña;Barcelona;41.38671274947225;2.143112779958917
08030;Barcelona;Cataluña;Barcelona;41.43791522785361;2.1957224405882467
08031;Barcelona;Cataluña;Barcelona;41.43270925097759;2.1646265080811444
08032;Barcelona;Cataluña;Barcelona;41.42428681603135;2.1609881948066887
08033;Barcelona;Cataluña;Barcelona;41.45465014156934;2.1790628534362515
08034;Barcelona;Cataluña;Barcelona;41.39247536034743;2.113737173951305
08035;Barcelona;Cataluña;Barcelona;41.43108415216186;2.1379511491333276
08036;Barcelona;Cataluña;Barcelona;41.39061458064654;2.1522128788656434
08037;Barcelona;Cataluña;Barcelona;41.39954774016739;2.1653871801004363
08038;Barcelona;Cataluña;Barcelona;41.36096024040108;2.152435190179703
08039;Barcelona;Cataluña;Barcelona;41.35419686834199;2.1681489469503124
08040;Barcelona;Cataluña;Barcelona;41.3340154519469;2.1340869338753943
08041;Barcelona;Cataluña;Barcelona;41.4179630662558;2.1755780672558487
08042;Barcelona;Cataluña;Barcelona;41.44264032953496;2.1709825578385056
08075;L'Hospitalet de Llobregat;Cataluña;Barcelona;41.36404402208094;2.132521623413403
08100;Mollet del Vallès;Cataluña;Barcelona;41.542898179419794;2.215228394667488
08104;Mollet del Vallès;Cataluña;Barcelona;41.56208782395668;2.1980734313498367
08105;Sant Fost de Campsentelles;Cataluña;Barcelona;41.50770771731434;2.233451474172277
08106;Santa Maria de Martorelles;Cataluña;Barcelona;41.517834643521084;2.2615235083985517
08107;Martorelles;Cataluña;Barcelona;41.531531365397626;2.2371815912673223
08110;Montcada i Reixac;Cataluña;Barcelona;41.48771605762505;2.1841417642772165
08120;La Llagosta;Cataluña;Barcelona;41.51431158973039;2.2031186636391205
08130;Santa Perpètua de Mogoda;Cataluña;Barcelona;41.5331699951159;2.176402144462804
08140;Caldes de Montbui;Cataluña;Barcelona;41.64461063518892;2.157014333102929
08146;Gallifa;Cataluña;Barcelona;41.69420510631498;2.1141830369887633
08148;L'Estany;Cataluña;Barcelona;41.87150899453565;2.109480545656204
08150;Lliçà d'Amunt;Cataluña;Barcelona;41.56656220688297;2.2321006184187766
08160;Montmeló;Cataluña;Barcelona;41.55758258511649;2.251697769885685
08170;Montornès del Vallès;Cataluña;Barcelona;41.544816615262306;2.265435953579711
08172;Sant Cugat del Vallès;Cataluña;Barcelona;41.4695019009038;2.08617226665568
08173;Sant Cugat del Vallès;Cataluña;Barcelona;41.46886213155045;2.084651538014945
08174;Sant Cugat del Vallès;Cataluña;Barcelona;41.4911341775577;2.058800008498315
08178;Collsuspina;Cataluña;Barcelona;41.83119182458271;2.174266541892106
08180;Moià;Cataluña;Barcelona;41.81991051306491;2.1017856443410667
08181;Sentmenat;Cataluña;Barcelona;41.61317578065638;2.1305373162121968
08182;Sant Feliu de Codines;Cataluña;Barcelona;41.69877629931737;2.1612403372893505
08183;Castellcir;Cataluña;Barcelona;41.752700454224204;2.10392511742783
08184;Palau-solità i Plegamans;Cataluña;Barcelona;41.580425071353176;2.174973639717094
08185;Lliçà de Vall;Cataluña;Barcelona;41.587671362139695;2.231000467256124
08186;Lliçà d'Amunt;Cataluña;Barcelona;41.61155424168181;2.2245958184500116
08187;Santa Eulàlia de Ronçana;Cataluña;Barcelona;41.64692012321817;2.2217554340784167
08188;Vallromanes;Cataluña;Barcelona;41.5268393754471;2.2988424360045703
08189;Sant Quirze Safaja;Cataluña;Barcelona;41.72605056692283;2.185967475866489
08191;Rubí;Cataluña;Barcelona;41.50151164232554;2.0146904046014904
08192;Sant Quirze del Vallès;Cataluña;Barcelona;41.52520917711322;2.0714048499832387
08193;Cerdanyola del Vallès;Cataluña;Barcelona;41.49786688131366;2.0946157604449924
08194;Sant Quirze del Vallès;Cataluña;Barcelona;41.52384918662081;2.037717896977896
08195;Sant Cugat del Vallès;Cataluña;Barcelona;41.469012585547375;2.053149047937917
08196;Sant Cugat del Vallès;Cataluña;Barcelona;41.43299858549419;2.097318711612725
08197;Sant Cugat del Vallès;Cataluña;Barcelona;41.45533508953678;2.0431120589816603
08198;Sant Cugat del Vallès;Cataluña;Barcelona;41.442228851891564;2.0944407725265175
08199;Monistrol de Montserrat;Cataluña;Barcelona;41.60925096051093;1.8207485964929708
08201;Sabadell;Cataluña;Barcelona;41.54549567564208;2.105425392241315
08202;Sabadell;Cataluña;Barcelona;41.54989424981651;2.128998980607533
08203;Sabadell;Cataluña;Barcelona;41.53686271848097;2.116704571415934
08204;Sabadell;Cataluña;Barcelona;41.52727641483979;2.1152445926559476
08205;Sant Quirze del Vallès;Cataluña;Barcelona;41.5286164857753;2.0977912088162927
08206;Sabadell;Cataluña;Barcelona;41.55605098296761;2.0827036330902406
08207;Sabadell;Cataluña;Barcelona;41.574817130180236;2.076441139272898
08208;Sabadell;Cataluña;Barcelona;41.571295388990315;2.1085330885100566
08210;Barberà del Vallès;Cataluña;Barcelona;41.518276559558075;2.135161395382483
08211;Castellar del Vallès;Cataluña;Barcelona;41.62255276030148;2.0742700669812946
08212;Sant Llorenç Savall;Cataluña;Barcelona;41.68291657182459;2.053968597903163
08213;Polinyà;Cataluña;Barcelona;41.55786089403832;2.1521302991029243
08214;Badia del Vallès;Cataluña;Barcelona;41.50792181710963;2.1151507420784372
08221;Terrassa;Cataluña;Barcelona;41.56371550495709;2.0122594211359766
08222;Terrassa;Cataluña;Barcelona;41.56380673217587;2.0251885275489383
08223;Terrassa;Cataluña;Barcelona;41.55154991631777;2.02457381527569
08224;Terrassa;Cataluña;Barcelona;41.54844134254418;1.9953509229024224
08225;Terrassa;Cataluña;Barcelona;41.598442135438425;1.9826022830604995
08226;Terrassa;Cataluña;Barcelona;41.57855047350415;2.0243632064835633
08227;Terrassa;Cataluña;Barcelona;41.57172522599286;2.047079453240225
08228;Terrassa;Cataluña;Barcelona;41.53447634523464;2.0374779959133584
08230;Matadepera;Cataluña;Barcelona;41.62852940202042;2.0121571127077225
08231;Ullastrell;Cataluña;Barcelona;41.52533456099872;1.963263283357242
08232;Viladecavalls;Cataluña;Barcelona;41.557743216774455;1.951479514844963
08233;Vacarisses;Cataluña;Barcelona;41.60392539407786;1.917527918215074
08241;Manresa;Cataluña;Barcelona;41.71658341888954;1.8069789804066647
08242;Manresa;Cataluña;Barcelona;41.735814702377425;1.8232367632435287
08243;Manresa;Cataluña;Barcelona;41.72668802079179;1.8444541861453592
08250;Sant Joan de Vilatorrada;Cataluña;Barcelona;41.76331269125406;1.7973626374919034
08251;Castellnou de Bages;Cataluña;Barcelona;41.8059169322791;1.8299634811908552
08253;Sant Salvador de Guardiola;Cataluña;Barcelona;41.67630946834761;1.7619101772828678
08254;Manresa;Cataluña;Barcelona;41.70380059324031;1.9036575626754118
08255;Castellfollit del Boix;Cataluña;Barcelona;41.66975386372689;1.6772601306278037
08256;Aguilar de Segarra;Cataluña;Barcelona;41.72695844306313;1.679934481591605
08259;Fonollosa;Cataluña;Barcelona;41.764924087497825;1.712507207944165
08260;Súria;Cataluña;Barcelona;41.83970059706316;1.7743178229005918
08261;Cardona;Cataluña;Barcelona;41.90709595153114;1.6601795608998813
08262;Callús;Cataluña;Barcelona;41.7999481952251;1.7838764589476779
08263;Sant Mateu de Bages;Cataluña;Barcelona;41.79929904258403;1.6684052271433394
08269;Navàs;Cataluña;Barcelona;41.85260834147201;1.688771696047638
08270;Navarcles;Cataluña;Barcelona;41.754709801561766;1.910204195045945
08271;Artés;Cataluña;Barcelona;41.79613447508988;1.956684174394499
08272;Sant Fruitós de Bages;Cataluña;Barcelona;41.755722149124104;1.8720326373203768
08273;Santa Maria d'Oló;Cataluña;Barcelona;41.86934618497627;2.048768459206325
08274;Sant Feliu Sasserra;Cataluña;Barcelona;41.938487874738954;2.0072392887511703
08275;Monistrol de Calders;Cataluña;Barcelona;41.76651075303101;1.990121863819661
08278;Mura;Cataluña;Barcelona;41.701928937822906;1.9662770953308655
08279;Avinyó;Cataluña;Barcelona;41.860338224210594;1.9765757787507827
08280;Calaf;Cataluña;Barcelona;41.72160826987656;1.5062395185618103
08281;Aguilar de Segarra;Cataluña;Barcelona;41.74167763557911;1.5368586786612457
08282;Sant Martí Sesgueioles;Cataluña;Barcelona;41.70652652377121;1.4422847285685583
08283;Castellfollit de Riubregós;Cataluña;Barcelona;41.770911022659774;1.435987398926119
08289;Copons;Cataluña;Barcelona;41.66213556588442;1.4926195805649771
08290;Cerdanyola del Vallès;Cataluña;Barcelona;41.47512903886442;2.1316835359550015
08291;Ripollet;Cataluña;Barcelona;41.49969805933224;2.1539560181901707
08292;Esparreguera;Cataluña;Barcelona;41.5493687231209;1.8545889422122563
08293;Collbató;Cataluña;Barcelona;41.57289246645191;1.8276040633083033
08294;Els Hostalets de Pierola;Cataluña;Barcelona;41.608591145553234;1.764196075880477
08295;Sant Vicenç de Castellet;Cataluña;Barcelona;41.66909597451816;1.8769060525037395
08296;Castellbell i el Vilar;Cataluña;Barcelona;41.63869919296646;1.853283827504534
08297;Castellgalí;Cataluña;Barcelona;41.67744212618681;1.8270815802280134
08298;Monistrol de Montserrat;Cataluña;Barcelona;41.63811525215436;1.7967902877806872
08299;Rellinars;Cataluña;Barcelona;41.64341166746007;1.91866479225077
08301;Mataró;Cataluña;Barcelona;41.541076217289636;2.4488860708521027
08302;Mataró;Cataluña;Barcelona;41.532495586120454;2.433561874437602
08303;Mataró;Cataluña;Barcelona;41.54347951502115;2.4264060357392907
08304;Mataró;Cataluña;Barcelona;41.561103248272794;2.45169812220916
08310;Argentona;Cataluña;Barcelona;41.56200696059988;2.391352336294157
08317;Òrrius;Cataluña;Barcelona;41.55507429864969;2.351084948245284
08318;Dosrius;Cataluña;Barcelona;41.60647416488962;2.461128452870674
08319;Dosrius;Cataluña;Barcelona;41.60185715330974;2.4150444772260475
08320;El Masnou;Cataluña;Barcelona;41.48275607119328;2.318188132427243
08328;Alella;Cataluña;Barcelona;41.49929032399624;2.2917594104467836
08329;Teià;Cataluña;Barcelona;41.50061076991786;2.3215956295067603
08330;Premià de Mar;Cataluña;Barcelona;41.49219570126285;2.3580549157625885
08338;Premià de Dalt;Cataluña;Barcelona;41.50577990904027;2.3438857008453993
08339;Vilassar de Dalt;Cataluña;Barcelona;41.5241171341202;2.347646572424613
08340;Vilassar de Mar;Cataluña;Barcelona;41.50546385546623;2.383895550534246
08348;Cabrils;Cataluña;Barcelona;41.52955186798592;2.367586392854975
08349;Cabrera de Mar;Cataluña;Barcelona;41.525827942270595;2.400823058248379
08350;Arenys de Mar;Cataluña;Barcelona;41.58347472657643;2.5472956579631956
08358;Arenys de Munt;Cataluña;Barcelona;41.61025766330196;2.529615675260715
08359;Sant Iscle de Vallalta;Cataluña;Barcelona;41.63934447943924;2.567805450809777
08360;Canet de Mar;Cataluña;Barcelona;41.59949207498946;2.5743029355348734
08370;Calella;Cataluña;Barcelona;41.62313974120339;2.6462422265055774
08380;Malgrat de Mar;Cataluña;Barcelona;41.650582580236765;2.7461189418171528
08389;Palafolls;Cataluña;Barcelona;41.671398022110495;2.7299864293943052
08390;Montgat;Cataluña;Barcelona;41.47343158401857;2.280713641997159
08391;Tiana;Cataluña;Barcelona;41.48687948114281;2.2664825124525696
08392;Sant Andreu de Llavaneres;Cataluña;Barcelona;41.57761194502732;2.4838856477300806
08393;Caldes d'Estrac;Cataluña;Barcelona;41.57101446240754;2.52344594242349
08394;Sant Vicenç de Montalt;Cataluña;Barcelona;41.581446366983755;2.5080845833515566
08395;Sant Pol de Mar;Cataluña;Barcelona;41.60731097959864;2.61574020004709
08396;Tordera;Cataluña;Barcelona;41.6365270468062;2.6059694360524888
08397;Pineda de Mar;Cataluña;Barcelona;41.632457067124626;2.672411234786211
08398;Santa Susanna;Cataluña;Barcelona;41.64977688040067;2.69597914720775
08401;Granollers;Cataluña;Barcelona;41.593051958368726;2.280978357986318
08402;Granollers;Cataluña;Barcelona;41.59642268297578;2.2916512090104844
08403;Granollers;Cataluña;Barcelona;41.59190739305095;2.2690278140044047
08404;La Roca del Vallès;Cataluña;Barcelona;41.57987225609524;2.2958551831361063
08410;Vilanova del Vallès;Cataluña;Barcelona;41.554971157059974;2.3067070867508517
08415;Bigues i Riells;Cataluña;Barcelona;41.67273775383729;2.203895789211585
08416;Bigues i Riells;Cataluña;Barcelona;41.69719602034677;2.2070750203037983
08420;Canovelles;Cataluña;Barcelona;41.62656801551008;2.26954276740769
08430;La Roca del Vallès;Cataluña;Barcelona;41.59635793915359;2.335267272527502
08440;Cardedeu;Cataluña;Barcelona;41.646151210403595;2.3551033748553376
08445;Cànoves i Samalús;Cataluña;Barcelona;41.70270778209737;2.3375924880248014
08450;Llinars del Vallès;Cataluña;Barcelona;41.63562035569399;2.4079259876780252
08455;Santa Maria de Palautordera;Cataluña;Barcelona;41.64046690159926;2.4628133753814674
08458;Sant Pere de Vilamajor;Cataluña;Barcelona;41.71142386242053;2.3861672502803186
08459;Sant Antoni de Vilamajor;Cataluña;Barcelona;41.66085971841401;2.3951201634296466
08460;Santa Maria de Palautordera;Cataluña;Barcelona;41.684371433041306;2.453596571674246
08461;Sant Esteve de Palautordera;Cataluña;Barcelona;41.71411181982506;2.4212845632300426
08469;Montseny;Cataluña;Barcelona;41.77652355995611;2.392054445866384
08470;Sant Celoni;Cataluña;Barcelona;41.70056584411023;2.5258769460988173
08471;Vallgorguina;Cataluña;Barcelona;41.64660266398631;2.496763122259267
08472;Campins;Cataluña;Barcelona;41.7256783416682;2.4718104519825945
08474;Gualba;Cataluña;Barcelona;41.73737385686392;2.50427023476908
08476;Sant Celoni;Cataluña;Barcelona;41.720342089056075;2.5525616023888955
08479;Fogars de Montclús;Cataluña;Barcelona;41.750216503993784;2.433058405542527
08480;L'Ametlla del Vallès;Cataluña;Barcelona;41.66339997899888;2.2559824845250738
08490;Tordera;Cataluña;Barcelona;41.69498170088349;2.6906139062172474
08495;Fogars de la Selva;Cataluña;Barcelona;41.72022586397051;2.642560824017643
08500;Vic;Cataluña;Barcelona;41.923120742063304;2.2367505177403424
08503;Sant Bartomeu del Grau;Cataluña;Barcelona;41.96490354130125;2.196997380419224
08504;Sant Julià de Vilatorta;Cataluña;Barcelona;41.905828839681334;2.3611942245818365
08505;Santa Eulàlia de Riuprimer;Cataluña;Barcelona;41.91236698106917;2.1800864614994944
08506;Calldetenes;Cataluña;Barcelona;41.92585037403598;2.2983320645263134
08507;Santa Eugènia de Berga;Cataluña;Barcelona;41.90917127907442;2.2812537292990456
08508;Les Masies de Voltregà;Cataluña;Barcelona;42.02364335830609;2.2267029954780644
08509;Santa Cecília de Voltregà;Cataluña;Barcelona;41.99792798832329;2.210727353251241
08510;Les Masies de Roda;Cataluña;Barcelona;41.98228003726535;2.323503384806108
08511;Tavertet;Cataluña;Barcelona;42.02005892892217;2.388798089570137
08512;Sant Hipòlit de Voltregà;Cataluña;Barcelona;42.01568350169977;2.2378533678002435
08513;Prats de Lluçanès;Cataluña;Barcelona;41.997984039893915;2.0231856459104147
08514;Lluçà;Cataluña;Barcelona;42.0694836121903;2.0511450834879237
08515;Olost;Cataluña;Barcelona;42.02160288900381;2.0679522106884107
08516;Olost;Cataluña;Barcelona;42.00061737034795;2.10953613491712
08517;Santa Maria de Merlès;Cataluña;Barcelona;42.00751988367133;1.956979551637538
08518;Oristà;Cataluña;Barcelona;41.94902189518432;2.0702167269118403
08519;Folgueroles;Cataluña;Barcelona;41.94376703261902;2.3892443577447926
08520;Les Franqueses del Vallès;Cataluña;Barcelona;41.64930802579681;2.3127221246942415
08521;Les Franqueses del Vallès;Cataluña;Barcelona;41.61821493670975;2.2974554305216013
08522;Malla;Cataluña;Barcelona;41.892190856862044;2.240057930950919
08529;Muntanyola;Cataluña;Barcelona;41.89036853621914;2.157295806544806
08530;La Garriga;Cataluña;Barcelona;41.69016038403367;2.281716378189739
08540;Centelles;Cataluña;Barcelona;41.78541262110297;2.2218415814577863
08550;Balenyà;Cataluña;Barcelona;41.818413880205576;2.21172573842053
08551;Tona;Cataluña;Barcelona;41.85573031823896;2.2193701358151747
08552;Taradell;Cataluña;Barcelona;41.8745845034707;2.2864066925882787
08553;Seva;Cataluña;Barcelona;41.82802094760122;2.2852511698119953
08554;Seva;Cataluña;Barcelona;41.844466133259225;2.2522705808506207
08559;El Brull;Cataluña;Barcelona;41.80363393405966;2.3174840989633125
08560;Manlleu;Cataluña;Barcelona;42.007414644476064;2.27988738892634
08569;Rupit i Pruit;Cataluña;Barcelona;42.03235114198433;2.4141275248673835
08570;Torelló;Cataluña;Barcelona;42.038452124099045;2.266438793674157
08571;Sant Vicenç de Torelló;Cataluña;Barcelona;42.0649231242271;2.265206981250584
08572;Sant Pere de Torelló;Cataluña;Barcelona;42.08655209170805;2.3300388422939267
08573;Orís;Cataluña;Barcelona;42.06965439687394;2.2227798558100136
08580;Sant Quirze de Besora;Cataluña;Barcelona;42.102933367724106;2.2302661153452115
08584;Santa Maria de Besora;Cataluña;Barcelona;42.122145684623156;2.2599786530578845
08585;Montesquiu;Cataluña;Barcelona;42.120899825080826;2.2130629578044334
08586;Sant Agustí de Lluçanès;Cataluña;Barcelona;42.08156458405483;2.131295763395575
08587;Alpens;Cataluña;Barcelona;42.12109205249076;2.0922868124762983
08588;Sora;Cataluña;Barcelona;42.10572661195998;2.1705820395868125
08589;Sobremunt;Cataluña;Barcelona;42.04309175594317;2.1427727430604326
08590;Figaró-Montmany;Cataluña;Barcelona;41.71715134308985;2.2722736394225254
08591;Aiguafreda;Cataluña;Barcelona;41.78134010342324;2.2645104468124737
08592;Sant Martí de Centelles;Cataluña;Barcelona;41.75062874526071;2.218218277246907
08593;Tagamanent;Cataluña;Barcelona;41.75605342926778;2.301126545199091
08600;Berga;Cataluña;Barcelona;42.10326054294027;1.8413457967895481
08604;Castell de l'Areny;Cataluña;Barcelona;42.17777187569313;1.9452973147859496
08605;Montclar;Cataluña;Barcelona;42.01859557089941;1.7750576558947677
08606;La Quar;Cataluña;Barcelona;42.09684720738967;1.9653263616504095
08607;Sant Jaume de Frontanyà;Cataluña;Barcelona;42.190896274537934;2.029648080754235
08610;Avià;Cataluña;Barcelona;42.06574258018571;1.8306328681573367
08611;Berga;Cataluña;Barcelona;42.06592998554;1.9037783455997772
08612;Montmajor;Cataluña;Barcelona;42.006829900140566;1.7073510111848307
08613;Vilada;Cataluña;Barcelona;42.13675377761611;1.92320260104628
08614;L'Espunyola;Cataluña;Barcelona;42.044234787656215;1.7531080916446389
08617;Capolat;Cataluña;Barcelona;42.08728688240268;1.751210453856594
08618;Castellar del Riu;Cataluña;Barcelona;42.12373775086413;1.7583948832733889
08619;Borredà;Cataluña;Barcelona;42.128433609714484;2.012450684279216
08620;Sant Vicenç dels Horts;Cataluña;Barcelona;41.39047892603397;2.0027009000358045
08629;Torrelles de Llobregat;Cataluña;Barcelona;41.35454121430771;1.9711028730408033
08630;Abrera;Cataluña;Barcelona;41.51644268267624;1.909857463870084
08635;Sant Esteve Sesrovires;Cataluña;Barcelona;41.486576020141506;1.8763240235400038
08640;Olesa de Montserrat;Cataluña;Barcelona;41.5536884964172;1.9014826992561464
08650;Sallent;Cataluña;Barcelona;41.83225279270413;1.9061010247024546
08660;Balsareny;Cataluña;Barcelona;41.86486153009271;1.8644508430305493
08670;Navàs;Cataluña;Barcelona;41.90137443547507;1.8034769162099864
08671;Navàs;Cataluña;Barcelona;41.89309389003728;1.792227254817563
08672;Puig-reig;Cataluña;Barcelona;41.927620292330204;1.9261310522342592
08673;Viver i Serrateix;Cataluña;Barcelona;41.947772313315994;1.7935311704611663
08680;Gironella;Cataluña;Barcelona;42.025386088794875;1.8756110988636123
08690;Santa Coloma de Cervelló;Cataluña;Barcelona;41.36791849117299;2.018815232612317
08691;Monistrol de Montserrat;Cataluña;Barcelona;41.610056629602404;1.8463349085150367
08692;Puig-reig;Cataluña;Barcelona;41.967427609251025;1.8685731138713577
08693;Casserres;Cataluña;Barcelona;42.01503498419929;1.8312398588142806
08694;Guardiola de Berguedà;Cataluña;Barcelona;42.255517772781886;1.8870785970070458
08695;Bagà;Cataluña;Barcelona;42.27274599279192;1.8252570321394175
08696;Castellar de n'Hug;Cataluña;Barcelona;42.25474603840031;1.9865474990973084
08697;Saldes;Cataluña;Barcelona;42.229050095923405;1.7350489694966256
08698;Cercs;Cataluña;Barcelona;42.157144482437495;1.8411736553982132
08699;Vallcebre;Cataluña;Barcelona;42.206138321078946;1.8121751479373525
08700;Igualada;Cataluña;Barcelona;41.585888750355515;1.621537466529276
08710;Santa Margarida de Montbui;Cataluña;Barcelona;41.56066027523219;1.5765188375199548
08711;Òdena;Cataluña;Barcelona;41.61877616375105;1.6315231517258375
08712;Igualada;Cataluña;Barcelona;41.55400024195526;1.5057373115863548
08717;Montmaneu;Cataluña;Barcelona;41.600572161042884;1.4421132008450432
08718;Cabrera d'Igualada;Cataluña;Barcelona;41.48875734518737;1.710238811418206
08719;Veciana;Cataluña;Barcelona;41.62272881953911;1.5911549769335867
08720;Vilafranca del Penedès;Cataluña;Barcelona;41.347520807011215;1.700574922975649
08729;Castellet i la Gornal;Cataluña;Barcelona;41.26264229379114;1.6408032231234466
08730;Santa Margarida i els Monjos;Cataluña;Barcelona;41.31157583018757;1.6640802809791617
08731;Sant Martí Sarroca;Cataluña;Barcelona;41.37450722053143;1.6199076167842767
08732;Castellví de la Marca;Cataluña;Barcelona;41.32342596333246;1.6037037998040213
08733;El Pla del Penedès;Cataluña;Barcelona;41.41482185357811;1.7212835744218173
08734;Olèrdola;Cataluña;Barcelona;41.31658046171363;1.7283855024867836
08735;Vilobí del Penedès;Cataluña;Barcelona;41.38577600067248;1.665938541996268
08736;Font-rubí;Cataluña;Barcelona;41.42203335534695;1.6438954628100895
08737;Torrelles de Foix;Cataluña;Barcelona;41.4093710163318;1.570065609668565
08738;Pontons;Cataluña;Barcelona;41.41285541237541;1.5120510120088053
08739;Subirats;Cataluña;Barcelona;41.39814258069997;1.8043556984667364
08740;Sant Andreu de la Barca;Cataluña;Barcelona;41.45127473434769;1.9636465062442938
08750;Barcelona;Cataluña;Barcelona;41.42080199491184;2.03740637734832
08753;Pallejà;Cataluña;Barcelona;41.42103470135368;1.9693537122154992
08754;El Papio;Cataluña;Barcelona;41.44206412614301;2.011846897665465
08755;Castellbisbal;Cataluña;Barcelona;41.48286087299395;1.9680200146177935
08756;La Palma de Cervelló;Cataluña;Barcelona;41.41031443972703;1.9631278432898613
08757;Gelida;Cataluña;Barcelona;41.42534771347786;1.9225281141079145
08758;Vallirana;Cataluña;Barcelona;41.39285064637211;1.9419410960116772
08759;Vallirana;Cataluña;Barcelona;41.373619025269434;1.9169593898418267
08760;Martorell;Cataluña;Barcelona;41.478942289235775;1.9174320043430515
08769;Castellví de Rosanes;Cataluña;Barcelona;41.44807853343093;1.91691958427326
08770;Sant Sadurní d'Anoia;Cataluña;Barcelona;41.438769553356856;1.7872335270755695
08773;Mediona;Cataluña;Barcelona;41.48100576621033;1.6317949267740643
08775;Torrelavit;Cataluña;Barcelona;41.44064855322284;1.7228229367787642
08776;Sant Pere de Riudebitlles;Cataluña;Barcelona;41.458443487687035;1.6973720827136876
08777;Sant Quintí de Mediona;Cataluña;Barcelona;41.45272932601462;1.6654492946946031
08779;La Llacuna;Cataluña;Barcelona;41.46925485384382;1.5386642786012787
08780;Pallejà;Cataluña;Barcelona;41.421857561992624;1.9926717938414424
08781;Els Hostalets de Pierola;Cataluña;Barcelona;41.54005339903529;1.7932021291475173
08782;Masquefa;Cataluña;Barcelona;41.50284269606716;1.8379322211387923
08783;Masquefa;Cataluña;Barcelona;41.499980557048204;1.8058566061348293
08784;Piera;Cataluña;Barcelona;41.51113575306443;1.7498732431385136
08785;Vallbona d'Anoia;Cataluña;Barcelona;41.52788367676902;1.7086640136878806
08786;Capellades;Cataluña;Barcelona;41.52931526780001;1.6881182709205147
08787;Carme;Cataluña;Barcelona;41.528116550259554;1.5904469687769782
08788;Vilanova del Camí;Cataluña;Barcelona;41.56148640427954;1.634156197282642
08789;La Torre de Claramunt;Cataluña;Barcelona;41.52367317421758;1.6588796117971927
08790;Gelida;Cataluña;Barcelona;41.43577523734978;1.8549477307440336
08791;Sant Llorenç d'Hortons;Cataluña;Barcelona;41.470760886291416;1.83488376647487
08792;La Granada;Cataluña;Barcelona;41.3814411599993;1.7224783307819493
08793;Avinyonet del Penedès;Cataluña;Barcelona;41.353814688749765;1.785816598227432
08794;Les Cabanyes;Cataluña;Barcelona;41.37165162425213;1.6897673783231637
08795;Olesa de Bonesvalls;Cataluña;Barcelona;41.353366605625624;1.8523115726243575
08796;Pacs del Penedès;Cataluña;Barcelona;41.360260734784234;1.6661316374768833
08797;Puigdàlber;Cataluña;Barcelona;41.40405858974548;1.7015889035141174
08798;Avinyonet del Penedès;Cataluña;Barcelona;41.35883778628251;1.7549104749554316
08799;Olèrdola;Cataluña;Barcelona;41.34416024741451;1.7393238352450189
08800;Vilanova i la Geltrú;Cataluña;Barcelona;41.23699686555258;1.704448399058136
08805;Sabadell;Cataluña;Barcelona;41.547642516626674;2.069979917482043
08810;Sant Pere de Ribes;Cataluña;Barcelona;41.26423765528148;1.7780155962005217
08811;Canyelles;Cataluña;Barcelona;41.2834050392266;1.7210835118568888
08812;Sant Pere de Ribes;Cataluña;Barcelona;41.2374607735221;1.7498233174674227
08818;Olivella;Cataluña;Barcelona;41.299373407183865;1.8117007554375162
08820;El Prat de Llobregat;Cataluña;Barcelona;41.31028204732205;2.0958793766645423
08830;Sant Boi de Llobregat;Cataluña;Barcelona;41.33439157504348;2.0419874408317202
08840;Viladecans;Cataluña;Barcelona;41.303111986779;2.0316572995609774
08849;Sant Climent de Llobregat;Cataluña;Barcelona;41.33326192146948;1.9855801174925987
08850;Gavà;Cataluña;Barcelona;41.29456453551242;1.9833591432225393
08859;Begues;Cataluña;Barcelona;41.31851675920301;1.901084091031434
08860;Castelldefels;Cataluña;Barcelona;41.27557525560635;1.9506134256059644
08870;Sitges;Cataluña;Barcelona;41.239250106104855;1.8005034258578534
08871;Sitges;Cataluña;Barcelona;41.264844735138276;1.8900931317897023
08872;Sitges;Cataluña;Barcelona;41.25408344997093;1.854858310290976
08880;Cubelles;Cataluña;Barcelona;41.21783193547398;1.6604408850657104
08901;L'Hospitalet de Llobregat;Cataluña;Barcelona;41.36205982782385;2.1046579906174623
08902;L'Hospitalet de Llobregat;Cataluña;Barcelona;41.36147151163514;2.1228128748464035
08903;L'Hospitalet de Llobregat;Cataluña;Barcelona;41.37201751331106;2.1237325434470473
08904;L'Hospitalet de Llobregat;Cataluña;Barcelona;41.37214396492507;2.1173004273056297
08905;L'Hospitalet de Llobregat;Cataluña;Barcelona;41.369631817533744;2.109389853192773
08906;Esplugues de Llobregat;Cataluña;Barcelona;41.36972980823366;2.0986525532851035
08907;L'Hospitalet de Llobregat;Cataluña;Barcelona;41.349788536103404;2.1040719994447774
08908;L'Hospitalet de Llobregat;Cataluña;Barcelona;41.34862080891054;2.1211111653281147
08911;Badalona;Cataluña;Barcelona;41.45451779735888;2.2545785739715947
08912;Badalona;Cataluña;Barcelona;41.444184441404815;2.240581993058476
08913;Badalona;Cataluña;Barcelona;41.43863309192449;2.2176586065961366
08914;Badalona;Cataluña;Barcelona;41.442997738446714;2.2245916142725224
08915;Badalona;Cataluña;Barcelona;41.465351220102335;2.2511731228006155
